dgp,error_distribution,running_variable,setup,p1,n,true_treatment_effect,median_bias_iv_ccf,median_bias_iv_ik,median_bias_lambda_1_ccf,median_bias_lambda_1_ik,median_bias_lambda_4_ccf,median_bias_lambda_4_ik,mad_iv_ccf,mad_iv_ik,mad_lambda_1_ccf,mad_lambda_1_ik,mad_lambda_4_ccf,mad_lambda_4_ik,rmse_iv_ccf,rmse_iv_ik,rmse_lambda_1_ccf,rmse_lambda_1_ik,rmse_lambda_4_ccf,rmse_lambda_4_ik,cov_iv_ccf,cov_iv_ik,cov_lambda_1_ccf,cov_lambda_1_ik,cov_lambda_4_ccf,cov_lambda_4_ik,cov_ar_ba_1,cov_ar_ba_2
1,1,1,1,0.8,600,0.04,0.069800238,0.085602211,0.076202802,0.09048126,0.054618699,0.072910299,0.159970438,0.14148565,0.137243324,0.128658647,0.109111555,0.10761093,1.347783817,0.323721387,0.221996773,0.203226637,0.166292526,0.162140526,0.942,0.9466,0.969,0.9533,0.9583,0.9458,0.9644,0.956
1,1,1,1,0.9,600,0.04,0.042371975,0.052828797,0.04976528,0.060719744,0.043175292,0.056045868,0.116370032,0.101576178,0.10501791,0.095018789,0.097877316,0.089572642,2.247780824,0.16180878,0.1665778,0.147620431,0.150337952,0.137321672,0.9321,0.9342,0.9589,0.9409,0.9577,0.9409,0.9698,0.9604
1,1,1,2,0.6,600,0.04,0.147035048,0.213024902,0.065226586,0.112147546,0.011083971,0.035510184,0.460149827,0.438799744,0.179596063,0.196728491,0.089432144,0.097272776,56.41458169,3954.000692,0.289658273,0.31391226,0.14309773,0.155943049,0.9843,0.9878,0.9895,0.9878,0.9463,0.9428,0.9668,0.9539
1,1,1,2,0.7,600,0.04,0.116249236,0.143106584,0.101425563,0.132078688,0.050161856,0.081927834,0.245442246,0.223955216,0.174528903,0.173782852,0.111016552,0.11691242,19.38526172,5.453971285,0.273172144,0.275040839,0.166338583,0.176994342,0.9651,0.9657,0.9853,0.9753,0.9605,0.9509,0.9686,0.9556
1,1,1,2,0.8,600,0.04,0.072154199,0.083651228,0.076988751,0.088223748,0.05589005,0.071472899,0.159826364,0.140509094,0.138926702,0.128603079,0.111846795,0.110108197,0.69675311,0.449778044,0.221430468,0.203034909,0.168848455,0.165454624,0.9468,0.9483,0.967,0.9498,0.9589,0.9431,0.9698,0.9563
1,1,1,2,0.9,600,0.04,0.045592859,0.054682896,0.054116252,0.061888043,0.048119315,0.057907345,0.114778609,0.10322751,0.108005479,0.09836953,0.100723579,0.093098609,0.197461338,0.162724906,0.168008509,0.14844305,0.15307182,0.139360008,0.9325,0.9343,0.9548,0.9369,0.9529,0.9367,0.9705,0.9571
1,1,1,3,0.6,600,0.04,0.128325649,0.188379558,0.051634964,0.101480445,0.006081843,0.028247828,0.463198458,0.43396939,0.173167095,0.190494307,0.086777208,0.093944162,44.08082848,70.92428377,0.281862465,0.302442342,0.139405729,0.147113365,0.983,0.9857,0.9896,0.9889,0.9526,0.9469,0.9679,0.9559
1,1,1,3,0.7,600,0.04,0.109022371,0.139393671,0.09584034,0.125821934,0.042919091,0.073499165,0.253745899,0.224105299,0.17177921,0.17097245,0.106423993,0.113415755,23.92727024,6.076946211,0.272490886,0.272354715,0.162483098,0.171190598,0.9705,0.9693,0.9867,0.9777,0.9615,0.9488,0.9713,0.9559
1,1,1,3,0.8,600,0.04,0.067676819,0.085028885,0.076857964,0.090288984,0.054281304,0.07258558,0.163439518,0.143684045,0.139018586,0.127567499,0.110994482,0.108235514,2.308939039,0.682500896,0.218727055,0.20170227,0.165670984,0.161910411,0.9469,0.9442,0.9708,0.9509,0.962,0.9458,0.9704,0.9605
1,1,1,3,0.9,600,0.04,0.041227132,0.051680114,0.05042578,0.060411868,0.044611636,0.055906763,0.114902389,0.100671373,0.105129988,0.096086263,0.097369951,0.090475784,0.415232064,0.160523558,0.164561494,0.146246085,0.149181549,0.136482424,0.931,0.9331,0.9601,0.9417,0.9593,0.9418,0.9686,0.9601
