dgp,error_distribution,running_variable,setup,p1,n,true_treatment_effect,median_bias_iv_ccf,median_bias_iv_ik,median_bias_lambda_1_ccf,median_bias_lambda_1_ik,median_bias_lambda_4_ccf,median_bias_lambda_4_ik,mad_iv_ccf,mad_iv_ik,mad_lambda_1_ccf,mad_lambda_1_ik,mad_lambda_4_ccf,mad_lambda_4_ik,rmse_iv_ccf,rmse_iv_ik,rmse_lambda_1_ccf,rmse_lambda_1_ik,rmse_lambda_4_ccf,rmse_lambda_4_ik,cov_iv_ccf,cov_iv_ik,cov_lambda_1_ccf,cov_lambda_1_ik,cov_lambda_4_ccf,cov_lambda_4_ik,cov_ar_ba_1,cov_ar_ba_2
1,1,3,3,0.8,300,0.04,0.059064483,0.071805668,0.056465462,0.072074942,0.030339328,0.04646957,0.209519037,0.185234306,0.16268975,0.151686131,0.118387732,0.116309886,3.124219435,1.066266498,0.263742616,0.247478926,0.179745143,0.177025864,0.9493,0.9488,0.9853,0.9773,0.9662,0.9617,0.9556,0.9434
1,1,3,3,0.9,300,0.04,0.024363988,0.033336472,0.031047054,0.042065911,0.021816759,0.03599733,0.156963735,0.136173832,0.138071919,0.122907136,0.120965511,0.111507374,3.376610364,0.345350883,0.225381464,0.197922209,0.191011462,0.173849231,0.9168,0.916,0.957,0.9446,0.9512,0.9419,0.9398,0.9283
1,1,3,1,0.6,600,0.04,0.138756055,0.194288654,0.061107664,0.108707398,0.00736888,0.032589225,0.431636447,0.423416542,0.176176143,0.19361956,0.085819249,0.092434512,33.52018839,251.1995462,0.284036468,0.308434782,0.140496942,0.152109409,0.9861,0.9884,0.991,0.9883,0.9548,0.9454,0.9512,0.892
1,1,3,1,0.7,600,0.04,0.105282183,0.126048863,0.08859497,0.122233632,0.043477808,0.075682532,0.230574792,0.207024908,0.164481151,0.168715551,0.106987048,0.114782836,17.63138162,4.575501512,0.260758956,0.261571001,0.159879494,0.169547207,0.9674,0.9678,0.9892,0.9755,0.9668,0.9517,0.9556,0.9084
1,1,3,1,0.8,600,0.04,0.053978695,0.069621204,0.062080274,0.079085395,0.045891484,0.065690686,0.145808237,0.130423301,0.127727972,0.120256533,0.105445472,0.103534487,3.506919516,0.805177553,0.203793256,0.185652449,0.158639458,0.153741432,0.9482,0.9504,0.9749,0.9541,0.9675,0.9494,0.9631,0.9287
1,1,3,1,0.9,600,0.04,0.030952877,0.040834311,0.039278109,0.050172563,0.034998647,0.046623749,0.110912586,0.096740945,0.101644354,0.089470265,0.095043092,0.08490527,0.229346942,0.151374121,0.156586268,0.137024245,0.143982896,0.129094588,0.9296,0.9341,0.9624,0.9456,0.9611,0.9456,0.9607,0.9362
1,1,3,2,0.6,600,0.04,0.142824302,0.192640028,0.063069396,0.119494024,0.009684594,0.039434308,0.431521774,0.41029018,0.177056716,0.200336989,0.087498206,0.096993159,69.37669491,40.68956331,0.287616092,0.317227763,0.143317841,0.158487889,0.9867,0.9884,0.9893,0.9865,0.9523,0.9388,0.9495,0.8918
1,1,3,2,0.7,600,0.04,0.102053129,0.121352155,0.088820118,0.119805373,0.045972713,0.077303109,0.224560487,0.200352812,0.165563143,0.166117373,0.108783679,0.117246313,10.11350955,12.52014964,0.264232544,0.264961403,0.165681095,0.175728728,0.9683,0.9693,0.9854,0.9709,0.9653,0.9493,0.9581,0.9117
1,1,3,2,0.8,600,0.04,0.057278005,0.070870732,0.064464845,0.080946485,0.04879558,0.066913071,0.144847365,0.130373102,0.12958997,0.119059704,0.107804657,0.104042959,1.32560754,4.131090341,0.202510548,0.186001779,0.160606524,0.155942641,0.9488,0.9521,0.9705,0.9468,0.9644,0.9439,0.9639,0.9282
1,1,3,2,0.9,600,0.04,0.03270719,0.043937652,0.041370725,0.051851033,0.037028153,0.048587149,0.10672646,0.093666874,0.098605635,0.088978977,0.092624332,0.085047962,0.175500232,0.149348087,0.154027004,0.135683364,0.142582011,0.128611933,0.9332,0.9348,0.9558,0.9373,0.9556,0.938,0.9579,0.9376
1,1,3,3,0.6,600,0.04,0.135572023,0.187780232,0.059527112,0.106751692,0.008707928,0.031869221,0.43564104,0.414635589,0.174311234,0.193793641,0.086389978,0.093465345,11.46542873,26.82609454,0.282830268,0.304330039,0.139967974,0.150660521,0.9865,0.9876,0.9914,0.9876,0.9553,0.9483,0.9542,0.8934
1,1,3,3,0.7,600,0.04,0.090828437,0.114592061,0.082445387,0.114594231,0.038808051,0.070289664,0.222456968,0.199838741,0.160816004,0.164461093,0.106308409,0.113827047,30.74078336,7.625360674,0.259938235,0.261872436,0.160158929,0.169277726,0.9713,0.9727,0.9863,0.9767,0.9657,0.9528,0.9596,0.9166
1,1,3,3,0.8,600,0.04,0.054360226,0.069478452,0.062307073,0.077247473,0.045550962,0.063468074,0.146457331,0.130212707,0.128876228,0.117796885,0.106319656,0.102123352,0.671611503,0.244994288,0.205653645,0.18699751,0.161188017,0.155012449,0.9494,0.9484,0.9693,0.9521,0.9624,0.9472,0.9583,0.9252
1,1,3,3,0.9,600,0.04,0.033666854,0.044826375,0.043263911,0.053803382,0.038466222,0.049501864,0.107652557,0.095131708,0.099348084,0.090175933,0.093806485,0.086186962,0.175038707,0.148832994,0.154917447,0.136907632,0.142853541,0.129308217,0.9379,0.9378,0.9599,0.9417,0.9598,0.9426,0.9628,0.936
