,dgp,error_distribution,running_variable,setup,p1,n,true_treatment_effect,median_bias_iv_ccf,median_bias_iv_ik,median_bias_lambda_1_ccf,median_bias_lambda_1_ik,median_bias_lambda_4_ccf,median_bias_lambda_4_ik,mad_iv_ccf,mad_iv_ik,mad_lambda_1_ccf,mad_lambda_1_ik,mad_lambda_4_ccf,mad_lambda_4_ik,rmse_iv_ccf,rmse_iv_ik,rmse_lambda_1_ccf,rmse_lambda_1_ik,rmse_lambda_4_ccf,rmse_lambda_4_ik,cov_iv_ccf,cov_iv_ik,cov_lambda_1_ccf,cov_lambda_1_ik,cov_lambda_4_ccf,cov_lambda_4_ik,cov_ar_ba_1,cov_ar_ba_2
8,2,1,3,3,0.6,300,-3.44,-5.000905535,-5.865010831,-1.234718027,-1.94753751,1.422901063,0.937994573,11.11778556,11.32978469,2.427697475,2.867439786,1.422901063,0.970144518,735.6127347,662.6624455,4.1179116,4.270740644,2.699843584,2.513452996,0.9801,0.9837,0.7162,0.7616,0.4246,0.5219,0.467,0.1612
9,2,1,3,3,0.7,300,-3.44,-3.747720739,-3.886417372,-1.689714105,-2.083882652,0.475237318,0.05212127,4.821971295,4.522259519,1.987297986,2.270489501,0.590338479,0.481809081,1418.734473,134.6678037,2.877715391,2.962145011,1.582694747,1.29372498,0.9823,0.9843,0.9101,0.943,0.734,0.8389,0.6768,0.4084
10,2,1,3,3,0.8,300,-3.44,-1.957537141,-1.861666402,-1.236288565,-1.220534299,0.04560125,-0.183982535,2.044416931,1.894489418,1.280927744,1.235273497,0.412443725,0.4104145,90.34104157,28.91046728,1.963812803,1.932674459,0.8330303,0.708131506,0.9819,0.9831,0.9837,0.9932,0.9239,0.969,0.8619,0.7391
11,2,1,3,3,0.9,300,-3.44,-0.634731725,-0.563126358,-0.424873588,-0.335468288,0.005085756,-0.025680549,0.690342478,0.608484588,0.521403387,0.443635715,0.336181847,0.315902711,15.80755046,4.204857375,1.152596159,1.005398205,0.704537743,0.669964561,0.9578,0.9626,0.9746,0.9746,0.9539,0.9578,0.9549,0.9396
12,2,1,3,1,0.6,600,-3.44,-8.125306394,-9.074575779,-3.586774899,-4.54301259,-0.043283215,-0.792874417,12.90160303,12.45639168,4.274739891,5.039062589,1.037929469,1.349956843,7225.570954,890.7892222,5.218583181,5.702410262,2.372199436,2.286375897,0.9918,0.9901,0.8206,0.8696,0.6636,0.7532,0.1193,0.0107
13,2,1,3,1,0.7,600,-3.44,-4.505082295,-4.427736589,-3.102751969,-3.274103943,-0.867134101,-1.339942937,4.713402041,4.51911632,3.186266957,3.304732541,0.969599658,1.372103323,260.0287746,463.4392094,3.748898039,3.947961866,1.315694043,1.547136132,0.9831,0.9676,0.9763,0.9905,0.9414,0.9775,0.3276,0.0957
14,2,1,3,1,0.8,600,-3.44,-2.02642357,-1.902831897,-1.622142523,-1.498369974,-0.807046485,-0.907854972,2.034388786,1.903407972,1.624949185,1.498369974,0.814910128,0.909174003,17.5839849,12.81580885,2.243689749,2.069784144,1.029568549,1.140761315,0.9747,0.9484,0.9986,0.9997,0.9956,0.9993,0.6456,0.4133
15,2,1,3,1,0.9,600,-3.44,-0.678991964,-0.581193174,-0.529684368,-0.401262214,-0.306173597,-0.241953974,0.679414595,0.581473184,0.535237697,0.411572791,0.348017296,0.295432565,1.30997222,0.98224674,0.903697051,0.704185369,0.588798313,0.508827798,0.9748,0.9601,0.9981,0.9991,0.9957,0.9958,0.9239,0.886
16,2,1,3,2,0.6,600,-3.44,-8.07902535,-8.988648515,-3.771293028,-4.791539593,-0.166309112,-0.976491282,12.97232046,12.42553233,4.436250849,5.238775517,1.1119275,1.482216811,3513.20807,1330.406048,5.36042645,5.895901954,2.400626574,2.345709648,0.99,0.9871,0.8243,0.8737,0.6775,0.7715,0.1038,0.0082
17,2,1,3,2,0.7,600,-3.44,-4.570756231,-4.491116877,-3.20029635,-3.337443613,-0.999907819,-1.496396907,4.820824776,4.581665707,3.283265047,3.361425371,1.09925528,1.522299651,549.6893886,160.532539,3.888477353,4.074641891,1.419580669,1.699953669,0.9844,0.9709,0.9781,0.9923,0.942,0.9798,0.2914,0.081
18,2,1,3,2,0.8,600,-3.44,-2.070036062,-1.912521799,-1.636744641,-1.505479358,-0.878735337,-0.969786104,2.075571013,1.913255791,1.639566742,1.50576118,0.884120422,0.969881273,23.94459456,4.230628453,2.257495103,2.061239553,1.109803502,1.209821286,0.9734,0.9401,0.9992,0.9999,0.9969,0.9995,0.6012,0.3865
19,2,1,3,2,0.9,600,-3.44,-0.679154353,-0.568932635,-0.520909915,-0.380767108,-0.321558086,-0.242509294,0.67989419,0.570318706,0.527945617,0.394156446,0.361499446,0.295033138,1.569037847,0.994558688,0.884243835,0.694683816,0.601530566,0.519726672,0.9725,0.952,0.9977,0.9955,0.9945,0.9918,0.9175,0.8772
20,2,1,3,3,0.6,600,-3.44,-8.20820147,-9.179966302,-3.639198304,-4.617631794,-0.08855806,-0.821908608,12.62184784,12.34997246,4.308141735,5.073329383,1.029102724,1.368131452,4511.908137,3512.111958,5.239992826,5.722189655,2.357062693,2.266315729,0.9897,0.9888,0.8286,0.876,0.6729,0.7605,0.1195,0.0099
21,2,1,3,3,0.7,600,-3.44,-4.603476723,-4.483248287,-3.134996732,-3.312276933,-0.892537666,-1.374462445,4.825757014,4.591163205,3.21708656,3.338590994,0.993230151,1.407748389,4208.504575,213.0242584,3.810747873,4.00173945,1.351211679,1.591376374,0.9849,0.9701,0.9764,0.9899,0.9409,0.974,0.3145,0.0899
22,2,1,3,3,0.8,600,-3.44,-2.055082142,-1.894151337,-1.607947818,-1.476192094,-0.801378432,-0.908499986,2.06397886,1.897225178,1.611714087,1.47723072,0.812471316,0.909556584,19.96244973,5.226609311,2.242190329,2.059560184,1.045455314,1.147758651,0.9748,0.9441,0.9985,0.9995,0.9944,0.9991,0.6322,0.4137
23,2,1,3,3,0.9,600,-3.44,-0.673372084,-0.570436911,-0.519086463,-0.390799094,-0.299844123,-0.231468207,0.675089867,0.57169066,0.523951581,0.403943008,0.347107127,0.291226024,1.267261588,0.980736985,0.896824488,0.708599593,0.589269095,0.516892138,0.9737,0.9614,0.9976,0.9971,0.9957,0.9942,0.927,0.8863
0,2,2,3,1,0.6,300,-3.44,-4.84280963570207,-5.72640970173303,-1.16150402281325,-1.87883499813645,1.4759341957526,0.977298331807723,11.2122698084747,11.389040252633,2.38823942581757,2.8499054761604,1.47694079247068,1.0299613868961,387.044472026693,999.416299905101,4.11557357737813,4.32132695384382,2.705583781643,2.54690074219762,0.9798,0.9859,0.7182,0.7586,0.4251,0.5204,0.495,0.1885
1,2,2,3,1,0.7,300,-3.44,-3.77181800469924,-3.95668799158345,-1.64082656259793,-2.05916693103863,0.525472069408465,0.094947359662757,4.75136646092216,4.53576644296104,1.93039242399379,2.23122168324778,0.646948330549378,0.512306239330432,449.206993942183,280.333848308305,2.81883703736771,2.9631202666495,1.58998393300061,1.30483212697566,0.9816,0.9825,0.9092,0.9455,0.7245,0.8361,0.6978,0.4368
2,2,2,3,1,0.8,300,-3.44,-1.87128660384981,-1.78257025334645,-1.15487447631801,-1.18330605962113,0.0617934663516171,-0.156765077325421,1.95216037676836,1.81785287468214,1.21114797995962,1.20272569479375,0.445341952238333,0.42899751440645,715.102622293006,81.8615669144289,1.95176736805284,1.91467353641701,0.856400443264389,0.733721556468454,0.9797,0.9805,0.9834,0.9928,0.9254,0.9679,0.8743,0.7622
3,2,2,3,1,0.9,300,-3.44,-0.620857376205581,-0.536051220396663,-0.404286140655556,-0.301220404012766,0.0206551871237881,0.0070169772740029,0.70852447150081,0.615739543735556,0.546460187700335,0.459288129114603,0.372536819280419,0.349513035255767,8.84907766795999,2.50329742464644,1.24357587963744,1.01515759417901,0.868601315076232,0.703522986264523,0.9565,0.9573,0.9744,0.9742,0.9526,0.9573,0.9557,0.9431
4,2,2,3,2,0.6,300,-3.44,-4.85133506388275,-5.70366806628014,-1.25489768380024,-2.02200066939641,1.38298253410627,0.845857368722096,11.1893626081196,11.4195090283047,2.49090193239278,2.98601350475554,1.38891451278286,0.97434365839835,6956.67424855257,9342.6863856459,4.22321956824469,4.41776215938341,2.70516144765355,2.5211135840079,0.9815,0.9861,0.7193,0.7682,0.4474,0.5475,0.4711,0.1762
5,2,2,3,2,0.7,300,-3.44,-3.72442570790415,-3.87866414085981,-1.71844282711668,-2.13266562274092,0.4038957111527,-0.0430696682107148,4.71383474661434,4.46216224239715,2.03662580167453,2.31378601175533,0.628977581628039,0.556175470225952,2300.69210859051,707.782549250547,2.93026050569558,3.07010840091357,1.5779150272553,1.30340883132236,0.9836,0.9846,0.9147,0.9504,0.7432,0.8496,0.6736,0.424
6,2,2,3,2,0.8,300,-3.44,-1.92662375469741,-1.8291770258652,-1.23861664787566,-1.22310241935881,-0.0248890975395395,-0.256025264975998,2.01912358755799,1.86797320926132,1.2919656693986,1.24604660310339,0.459248339085789,0.459743224831923,110.720768365491,24.8564003574141,2.04169500973606,1.99725884588486,0.897111095477667,0.825032958687053,0.9814,0.9808,0.9824,0.9901,0.9335,0.9692,0.8592,0.7446
7,2,2,3,2,0.9,300,-3.44,-0.62673054669174,-0.534041198311555,-0.402924339584874,-0.308609110656072,-0.0171361976332893,-0.0292817534696648,0.728478615778314,0.6194773323942,0.539743647218772,0.4562333060303,0.377586785649244,0.344470153975869,25.3412980101439,11.6115926423745,1.20566566382776,1.05281758423631,0.807283187012314,0.756271797831808,0.9533,0.9551,0.9667,0.9662,0.9482,0.9532,0.9455,0.9312
8,2,2,3,3,0.6,300,-3.44,-5.03737082800276,-5.96335100749965,-1.17770075298879,-1.92520150855946,1.45581294270056,0.969719245067272,11.2069727211884,11.514622622568,2.41754493839855,2.8706917584625,1.45770537421956,1.02416895490893,1416.63527031578,645.510237589928,4.12392687771086,4.32025182387405,2.70530688737709,2.53075804091179,0.9807,0.9857,0.7194,0.7649,0.4166,0.5254,0.4891,0.1876
9,2,2,3,3,0.7,300,-3.44,-3.71240449131941,-3.82751987982962,-1.66480665508261,-2.05347137940161,0.475666287171062,0.059100903296665,4.70726277842625,4.49217091340135,1.95649923892719,2.24393739084454,0.623506525811661,0.509451597156686,412.349532127565,228.966558046701,2.89993397016423,2.99275328324718,1.59854840695171,1.30519275359945,0.9845,0.9877,0.9127,0.9469,0.7341,0.8384,0.6965,0.4394
10,2,2,3,3,0.8,300,-3.44,-1.91273568667688,-1.8327267453732,-1.1876395982733,-1.21086116500424,0.0653618753830774,-0.177615000640552,2.01477766429925,1.87385521741471,1.24756434085198,1.23449540695582,0.437475331324163,0.437082639617073,120.692590020153,80.0332037460561,1.99921410960697,1.95470536933215,0.891471156057115,0.76040912343489,0.9792,0.9813,0.9819,0.9925,0.921,0.9657,0.87,0.7575
11,2,2,3,3,0.9,300,-3.44,-0.63122354000937,-0.551083657093184,-0.407808289399096,-0.323448526513644,0.0096438274905417,-0.0146520512628368,0.725232764152576,0.637611137811264,0.560672267719236,0.472792732763504,0.37842334285522,0.356137767017218,8.56509225467456,2.64684770691861,1.21252023194846,1.05058281210417,0.773189870218617,0.721705160459138,0.958,0.9549,0.9718,0.9726,0.9474,0.9558,0.9511,0.9346
12,2,2,3,1,0.6,600,-3.44,-8.05550149340448,-8.9291506271738,-3.57196324758064,-4.54737504793191,-0.0631222073621214,-0.819396162108504,12.6377117644445,12.3387206420504,4.30087337987814,5.0544006936738,1.05463615573738,1.38138089793184,1074.14210803637,1616.17616694132,5.26050847742334,5.74203146863412,2.3980514849749,2.31274134232308,0.991,0.9905,0.8221,0.8696,0.6703,0.7598,0.1489,0.0177
13,2,2,3,1,0.7,600,-3.44,-4.62178237426921,-4.52283261377546,-3.12824256942137,-3.29695497209351,-0.877070489640542,-1.34890977306628,4.84704697349784,4.61842508251427,3.21153094933899,3.32835518543741,0.997159213269856,1.37949429080155,596.183123034135,82.1091358241213,3.8169360655948,3.99342266183044,1.37242278066738,1.57535679229174,0.9829,0.9676,0.9758,0.9917,0.9353,0.9753,0.3491,0.1154
14,2,2,3,1,0.8,600,-3.44,-2.00645652884571,-1.87557026317212,-1.60062426629645,-1.4771881626914,-0.794362116278128,-0.891690364647173,2.01105647846807,1.87824960970556,1.60399763842781,1.47811473835981,0.804856991442231,0.894054792766583,22.5335252662282,4.05067210236278,2.2496869319455,2.04903927082216,1.06217311987922,1.15831709944307,0.9776,0.9466,0.9987,0.9997,0.9959,0.999,0.6675,0.4576
15,2,2,3,1,0.9,600,-3.44,-0.67633936385474,-0.575490888700104,-0.52001266581424,-0.388333579375147,-0.29888342935755,-0.226784853481297,0.684976651555411,0.583049011919358,0.537683148854239,0.414938334517688,0.368817308783092,0.308541266045663,1.3379006577131,1.01575840626126,0.931466527842782,0.740900592079574,0.629715415545072,0.553835308160669,0.9701,0.9538,0.9957,0.9956,0.9933,0.9927,0.9246,0.8894
16,2,2,3,2,0.6,600,-3.44,-8.13567732332574,-9.0333654661322,-3.74634659549145,-4.70426110253459,-0.194889796318703,-0.969882403309881,12.787958577779,12.3784016731849,4.47605374531049,5.20514085750522,1.14722149214901,1.50214177618895,745.85922039833,2888.05209344457,5.43599355761299,5.90357634985128,2.42402737608983,2.35245263581903,0.9892,0.989,0.827,0.8783,0.6825,0.7701,0.1245,0.0155
17,2,2,3,2,0.7,600,-3.44,-4.48354923585433,-4.37978548843959,-3.15762911522617,-3.31040619814493,-1.01505239322087,-1.50300168975427,4.7003952285061,4.45226318002809,3.2279533833017,3.33181965810315,1.11160996577162,1.53057604305939,166.040379790754,395.062763542959,3.88260094300025,4.05683921423039,1.45071137930931,1.72458555156223,0.9817,0.964,0.9814,0.9938,0.9488,0.981,0.3243,0.1101
18,2,2,3,2,0.8,600,-3.44,-2.00348553340669,-1.84439704348605,-1.60285405526157,-1.46295071276256,-0.864689732311446,-0.941604550873856,2.01306400473001,1.84712895000563,1.60535246927515,1.46378280218896,0.872703832848371,0.942521203518347,17.9497066975625,42.7303469305754,2.23127093815409,2.03212891829019,1.1251860791608,1.21377590315619,0.9735,0.9388,0.9991,0.9997,0.9958,0.999,0.6365,0.4408
19,2,2,3,2,0.9,600,-3.44,-0.668122851517424,-0.561897562293628,-0.518032999504283,-0.38587018188925,-0.317583686988096,-0.24333100446245,0.675110794176848,0.570281426590911,0.533115482157748,0.411899968973464,0.373163225053141,0.315409759793229,16.6610696818134,1.05053214954481,0.922037897427962,0.727470811667022,0.650657457092061,0.562041047247997,0.9679,0.9468,0.9961,0.9952,0.9936,0.9923,0.9177,0.8841
20,2,2,3,3,0.6,600,-3.44,-8.04291142376779,-8.88329012886416,-3.61546090246428,-4.56249098046967,-0.0720851778788738,-0.823247103218373,12.5207259575557,12.1989411134977,4.28396571970471,5.04517401981741,1.06271480529261,1.37884782731518,23051.6100331208,16585.5449245973,5.22946502645647,5.67977982134636,2.35077779152109,2.24922037978915,0.991,0.989,0.8243,0.8775,0.6738,0.7648,0.1478,0.0178
21,2,2,3,3,0.7,600,-3.44,-4.65472009976853,-4.54127623428475,-3.14937583259268,-3.30299161782981,-0.897401500720315,-1.38426449480179,4.89940669327199,4.62314832074067,3.21726686241636,3.32607630981614,1.00838730150487,1.41691393876729,556.179145328158,353.563147890578,3.82217692467902,4.01683071846816,1.36363189890044,1.60134409454717,0.9819,0.9689,0.9789,0.9918,0.9393,0.976,0.3437,0.1129
22,2,2,3,3,0.8,600,-3.44,-2.04933595553992,-1.89241331129529,-1.60513083205076,-1.48746515847395,-0.80654275459686,-0.917715383395399,2.05415746613136,1.89491770515369,1.60751729917505,1.48787714758516,0.817294367374941,0.919514472073729,20.5672585101664,20.8868613989185,2.24851661111434,2.04214161438286,1.0768689178232,1.16771195861944,0.972,0.9419,0.9989,0.9999,0.9966,0.9992,0.6542,0.4542
23,2,2,3,3,0.9,600,-3.44,-0.676073985201117,-0.573973281998879,-0.530725342730175,-0.391889182499326,-0.310804034663264,-0.232878568627266,0.683777919342357,0.579977316995375,0.54412870625974,0.417844208238844,0.375039777391902,0.313275441456123,1.29282521069183,1.00582545313928,0.928985914746944,0.738322034905886,0.628922990369663,0.551605185859269,0.972,0.9529,0.9971,0.9963,0.9943,0.9931,0.9213,0.8881
0,2,1,1,1,0.6,300,-3.44,-5.314344059,-5.539358084,-1.46753237,-1.738945062,1.099930545,0.797024382,10.49449573,9.501939656,2.291481815,2.3518979,1.099930545,0.799425377,4866.861983,1891.742834,3.791509841,3.584562884,2.452124388,2.194644677,0.9824,0.9866,0.7619,0.8094,0.4971,0.576,0.7389,0.4596
1,2,1,1,1,0.7,300,-3.44,-3.241091893,-2.949158858,-1.485540084,-1.380203637,0.373360457,0.258568971,3.746264247,3.191551796,1.652016526,1.454412849,0.439048504,0.357941854,2540.866443,658.2034576,2.387450657,2.131211095,1.232189842,0.936641446,0.9855,0.9791,0.9481,0.972,0.8252,0.8888,0.8598,0.7031
2,2,1,1,1,0.8,300,-3.44,-1.275186072,-0.927569971,-0.601151968,-0.280342652,0.221784253,0.311018624,1.302442645,0.943044537,0.701637806,0.54950056,0.368170059,0.408147588,26.64596235,19.43616363,1.397429875,1.117987316,0.618295655,0.581002122,0.9818,0.969,0.9854,0.9697,0.9349,0.9051,0.9489,0.8957
3,2,1,1,1,0.9,300,-3.44,-0.195069907,0.066447325,0.155755142,0.453049152,0.398045801,0.625083644,0.417593106,0.395008564,0.411912215,0.532510185,0.454883266,0.635226124,3.083220242,30.0821377,0.69769468,0.695942705,0.579681499,0.727458944,0.9709,0.9681,0.91,0.7386,0.8229,0.6191,0.9878,0.9724
4,2,1,1,2,0.6,300,-3.44,-5.462985579,-5.738327176,-1.749425604,-2.117183843,0.877059066,0.514762744,10.31255404,9.27165388,2.514916843,2.700241569,0.89957193,0.645797782,1413.080141,472.5676695,3.957509122,3.830783372,2.391533155,2.116962075,0.9865,0.9883,0.7836,0.8338,0.5468,0.6374,0.7407,0.4482
5,2,1,1,2,0.7,300,-3.44,-3.210308891,-2.869762879,-1.616660305,-1.478747925,0.140279632,-0.002162495,3.621826559,3.051848043,1.752052079,1.540211409,0.402626332,0.375660814,464.4309786,697.7322856,2.47816709,2.269192444,1.116772367,0.856563397,0.9838,0.9782,0.9602,0.9784,0.8661,0.9233,0.8567,0.6862
6,2,1,1,2,0.8,300,-3.44,-1.269945223,-0.911000396,-0.603514414,-0.274138887,0.105310474,0.2084885,1.295809283,0.923498243,0.684779278,0.545564774,0.36596262,0.398230364,56.62185867,27.61331965,1.432779199,1.127342598,0.607649071,0.562859886,0.9763,0.9672,0.9838,0.9581,0.9454,0.9021,0.9433,0.8792
7,2,1,1,2,0.9,300,-3.44,-0.150823899,0.117715164,0.190075795,0.474225228,0.385257036,0.607658297,0.403735055,0.401565137,0.41430851,0.553230041,0.444171083,0.621603527,4.543595415,1.295825475,0.714545191,0.725100035,0.585858895,0.733340209,0.9739,0.9659,0.8659,0.6692,0.7942,0.5743,0.9848,0.9703
8,2,1,1,3,0.6,300,-3.44,-5.333438271,-5.666552569,-1.498726949,-1.789331343,1.104984724,0.790390543,10.38879704,9.433123853,2.288726167,2.361988194,1.104984724,0.794601492,3779.245635,443.2561852,3.809138888,3.59257014,2.449777494,2.184774901,0.9847,0.9867,0.771,0.8177,0.492,0.5739,0.7454,0.4651
9,2,1,1,3,0.7,300,-3.44,-3.263140984,-2.90838146,-1.494897417,-1.391303186,0.333804049,0.235526516,3.697347279,3.115760893,1.639998835,1.468497741,0.422637372,0.357264099,302.854986,802.9044709,2.378167261,2.121061964,1.206774903,0.902088241,0.9847,0.9797,0.9511,0.9751,0.8266,0.8942,0.8625,0.6976
10,2,1,1,3,0.8,300,-3.44,-1.321953731,-0.974286298,-0.619881758,-0.284137873,0.204478555,0.296827463,1.358688628,0.989862228,0.700275172,0.544374959,0.356402419,0.40367146,46.88014224,205.0207154,1.443319943,1.151129473,0.643437418,0.581854803,0.9804,0.9727,0.9849,0.9679,0.9365,0.907,0.9479,0.8913
11,2,1,1,3,0.9,300,-3.44,-0.174661038,0.09030977,0.179560633,0.456835735,0.406507262,0.623452697,0.406308668,0.399954557,0.415528024,0.54000291,0.457571891,0.63436449,2.353966117,2.602853423,0.691769728,0.698760707,0.584313205,0.731140076,0.9722,0.967,0.9025,0.7236,0.8156,0.6042,0.9846,0.9718
12,2,1,1,1,0.6,600,-3.44,-7.689766993,-7.883628587,-3.495476413,-3.89882723,-0.222569989,-0.639129849,11.38232702,10.24663969,4.041630921,4.25879859,0.906449928,0.99606613,1403.254896,2817.123751,4.899099731,4.793533579,2.181679105,1.867539836,0.9882,0.9807,0.8459,0.9019,0.7066,0.7891,0.5867,0.2006
13,2,1,1,1,0.7,600,-3.44,-3.96123751,-3.460708202,-2.584326012,-2.207938697,-0.777526164,-0.862157234,4.097817139,3.506522158,2.633317986,2.224584713,0.839061631,0.880899204,417.6971586,53.36913024,3.258659189,2.94607372,1.124289853,1.060188484,0.9698,0.918,0.9855,0.9955,0.9594,0.986,0.7672,0.4416
14,2,1,1,1,0.8,600,-3.44,-1.54652371,-1.186038539,-1.0234414,-0.642175831,-0.453958681,-0.257606129,1.551759506,1.186510191,1.024858414,0.666263897,0.49407794,0.402522446,95.69642658,5.648017744,1.681924952,1.267760469,0.763492762,0.65780767,0.9503,0.8752,0.998,0.9908,0.9939,0.9786,0.9114,0.7485
15,2,1,1,1,0.9,600,-3.44,-0.340035118,-0.08051156,-0.063417108,0.249835469,0.096070042,0.358442478,0.3881845,0.310345849,0.315761335,0.372327383,0.292107351,0.409700922,0.989300624,0.620321724,0.593184451,0.530595478,0.444821863,0.532847119,0.9606,0.9316,0.9497,0.7795,0.9204,0.716,0.9799,0.9524
16,2,1,1,2,0.6,600,-3.44,-7.83289058,-7.939529395,-3.83786233,-4.206721576,-0.476633914,-0.962976054,11.17132122,9.986397952,4.330961194,4.542571081,1.057339956,1.244040074,376.0614769,398.1977957,5.151601302,5.133719651,2.193526745,1.975108026,0.9878,0.9805,0.8658,0.9107,0.7471,0.8269,0.5875,0.1906
17,2,1,1,2,0.7,600,-3.44,-3.897388296,-3.382180221,-2.630966047,-2.233128579,-0.973506518,-1.067415853,3.999682618,3.425863633,2.674185793,2.245036142,1.017482702,1.078803249,58.21069663,164.3256329,3.356630913,3.023909071,1.265933522,1.266083574,0.9638,0.9014,0.9887,0.9963,0.9695,0.9905,0.7642,0.4211
18,2,1,1,2,0.8,600,-3.44,-1.521306342,-1.148585856,-0.999007632,-0.610173903,-0.524763168,-0.293567652,1.525247604,1.148689392,0.999934211,0.636519711,0.544795978,0.419519633,123.634414,16.25248705,1.670331451,1.217932121,0.838087823,0.708867247,0.9384,0.843,0.9986,0.9847,0.9946,0.9732,0.9012,0.7211
19,2,1,1,2,0.9,600,-3.44,-0.293818876,-0.028098508,-0.013063773,0.306389372,0.110878217,0.387829544,0.361697748,0.307541809,0.318228557,0.40218258,0.302439141,0.43158226,0.905358825,1.034497218,0.58954302,0.560469041,0.462845758,0.559695357,0.9578,0.9253,0.9111,0.7097,0.8824,0.6548,0.9789,0.9485
20,2,1,1,3,0.6,600,-3.44,-7.888121059,-8.073908957,-3.593169123,-3.947517027,-0.26842729,-0.694909281,11.26907307,10.15528971,4.085631318,4.277843352,0.927754528,1.031736351,840.6851185,413.9976165,4.846037108,4.803157059,2.115834885,1.849041576,0.988,0.9796,0.8618,0.9051,0.7176,0.8013,0.5914,0.2002
21,2,1,1,3,0.7,600,-3.44,-3.875897192,-3.389451515,-2.563597383,-2.213265895,-0.805734347,-0.898368372,4.000074789,3.439828379,2.593486574,2.225759752,0.858218553,0.913088952,218.7169757,42.97264411,3.239530299,2.938488909,1.110456874,1.087241365,0.9697,0.9191,0.9895,0.9965,0.9648,0.9896,0.772,0.4377
22,2,1,1,3,0.8,600,-3.44,-1.546515065,-1.184780883,-1.026180532,-0.630305198,-0.476272545,-0.262814374,1.548517019,1.184832477,1.027372775,0.65547162,0.511285304,0.401671513,112.2473343,25.60402551,1.667009924,1.257698984,0.775059079,0.663428742,0.9454,0.8679,0.9982,0.9902,0.9941,0.9771,0.8986,0.7375
23,2,1,1,3,0.9,600,-3.44,-0.329295703,-0.065014031,-0.048664959,0.274440348,0.099001553,0.373430869,0.378889443,0.306139669,0.312652977,0.387540921,0.296135626,0.41817997,0.916494214,0.615368086,0.591312701,0.536247013,0.445742841,0.538381307,0.9631,0.9318,0.9465,0.7623,0.9179,0.7003,0.9791,0.9516
0,2,2,1,1,0.6,300,-3.44,-5.2296853043943,-5.4342523354273,-1.44889586326451,-1.68407229684051,1.11450288829652,0.82655875740393,10.2585179214649,9.25943698352312,2.25257165342186,2.29014599835183,1.11730877814586,0.835687157203219,3724.16966256092,1947.72963374091,3.79458239662232,3.59972183618538,2.44135993429973,2.20504262336049,0.9871,0.9877,0.7734,0.8127,0.5002,0.5772,0.7513,0.4879
1,2,2,1,1,0.7,300,-3.44,-3.3011462095822,-2.95791516469193,-1.45376014485849,-1.36296537513516,0.375062624715373,0.282654920406846,3.79383650822998,3.18425500686133,1.62302530679544,1.46698785134987,0.467757955770316,0.406997490914166,311.259790978379,173.433111808537,2.42480423434467,2.18050759504467,1.26051363795452,0.994258125901249,0.9838,0.9786,0.9479,0.9682,0.8251,0.8859,0.861,0.7008
2,2,2,1,1,0.8,300,-3.44,-1.34716903786153,-0.995424719359296,-0.629638296827911,-0.284999522114486,0.220153436214151,0.313957352182471,1.38034462616416,1.00992597669471,0.731082090525109,0.581797295016232,0.389449943251274,0.43268064543999,28.5500817910857,14.4123615984939,1.42143088613983,1.14508380313528,0.658949979784085,0.625064549934153,0.9778,0.964,0.986,0.9694,0.938,0.9043,0.9414,0.8937
3,2,2,1,1,0.9,300,-3.44,-0.186226424991746,0.08854590839251,0.167963541504801,0.470989659846337,0.406076498959164,0.638604318259641,0.43549356624895,0.4179610780243,0.432483326066213,0.55921721478931,0.472179169798165,0.652116948840264,2.96893280239867,0.944111676104117,0.734731222743232,0.730223143267136,0.625579423936224,0.769541691898952,0.9727,0.9671,0.9098,0.7475,0.8385,0.6401,0.9851,0.9747
4,2,2,1,2,0.6,300,-3.44,-5.39116022545489,-5.68190198338885,-1.70986254622659,-2.04418653415668,0.889254696482867,0.534918233180443,10.3925436946965,9.25832436431402,2.50161098521593,2.6498897709352,0.928222439146403,0.685101832089141,298.407336498279,377.277703456541,3.95705828085007,3.82990894418874,2.39019752481692,2.12390780844137,0.9866,0.9871,0.7854,0.8336,0.5513,0.6416,0.7366,0.4613
5,2,2,1,2,0.7,300,-3.44,-3.19937989988126,-2.81185388941626,-1.6021014570985,-1.47132469371909,0.143656665575823,0.0074871921014501,3.5644770877973,2.98564260011079,1.72810400592731,1.53715572882192,0.44308673986804,0.411453234266889,134.910633571176,169.2888572114,2.52233740269231,2.28472107231521,1.13859676729471,0.889392488725136,0.9832,0.9782,0.9616,0.9791,0.8701,0.928,0.8613,0.6987
6,2,2,1,2,0.8,300,-3.44,-1.24607715705175,-0.891230067674646,-0.57869878597068,-0.244426297974885,0.108635346092273,0.223117418417837,1.27279257568793,0.91356270982319,0.682788251389431,0.550082235331749,0.387582077531397,0.426633942856115,161.985401043145,7.20026253216317,1.45474203408514,1.15820681543687,0.652170634289299,0.619734000145122,0.9783,0.9652,0.9866,0.9581,0.9509,0.913,0.9421,0.8847
7,2,2,1,2,0.9,300,-3.44,-0.149421901678441,0.114475467726742,0.196107934348439,0.489075549845809,0.394596634364563,0.622281373641817,0.43067484064544,0.424235467042842,0.44241954350047,0.571632167889421,0.465265600915869,0.643880049970709,3.7181955322886,1.64649448502585,0.73937601932073,0.75948339244919,0.636024362356087,0.773867829126358,0.973,0.9618,0.8751,0.6919,0.8117,0.6103,0.984,0.9703
